id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,next_election,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,district,at_large,geoid,missed_votes_pct,votes_with_party_pct,votes_against_party_pct
D000399,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000399.json,Lloyd,,Doggett,,10/6/46,M,D,,RepLloydDoggett,lloyddoggett,doggett,400111,36810,21689,29571,N00006023,/m/03flzn,H4TX10028,https://doggett.house.gov,https://doggett.house.gov/rss.xml,,TRUE,D+15,-0.403,,26,2020,883,37,0,9/9/20 16:30,ocd-division/country:us/state:tx/cd:35,2307 Rayburn House Office Building,202-225-4865,,TX,35,FALSE,4835,4.19,97.99,1.9
D000482,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000482.json,Mike,,Doyle,,8/5/53,M,D,,USRepMikeDoyle,usrepmikedoyle,CongressmanDoyle,400114,36774,21853,29561,N00001373,/m/03tqjg,H4PA18131,https://doyle.house.gov,https://doyle.house.gov/rss.xml,,TRUE,D+13,-0.33,,26,2020,883,29,0,9/9/20 16:30,ocd-division/country:us/state:pa/cd:18,306 Cannon House Office Building,202-225-2135,,PA,18,FALSE,4218,3.28,98.59,1.29
D000614,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000614.json,Sean,,Duffy,,10/3/71,M,R,,RepSeanDuffy,RepSeanDuffy,RepSeanDuffy,412488,623570,126238,21189,N00030967,/m/026m6hd,H0WI07051,https://duffy.house.gov,https://duffy.house.gov/rss.xml,,FALSE,R+8,0.511,,10,2020,540,37,0,8/22/20 19:48,ocd-division/country:us/state:wi/cd:7,1714 Longworth House Office Building,202-225-3365,,WI,7,FALSE,5507,6.85,91.4,8.4
D000615,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000615.json,Jeffrey,,Duncan,,1/7/66,M,R,,RepJeffDuncan,RepJeffDuncan,congjeffduncan,412472,62713,47967,21174,N00030752,/m/0ddgp1k,H0SC03077,https://jeffduncan.house.gov,https://jeffduncan.house.gov/rss.xml,,TRUE,R+19,0.731,,10,2020,883,13,0,9/9/20 16:30,ocd-division/country:us/state:sc/cd:3,2229 Rayburn House Office Building,202-225-5301,,SC,3,FALSE,4503,1.47,90.49,9.4
D000628,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000628.json,Neal,,Dunn,,2/16/53,M,R,,drnealdunnfl2,drnealdunnfl2,,412691,104529,166297,21714,N00037442,/g/11c2ld4vv7,H6FL02208,https://dunn.house.gov,https://dunn.house.gov/?a=RSS.Feed,,TRUE,R+18,0.534,,4,2020,883,28,0,9/9/20 16:30,ocd-division/country:us/state:fl/cd:2,316 Cannon House Office Building,202-225-5235,,FL,2,FALSE,1202,3.17,93.17,6.71
E000294,Representative,Rep.,https://api.propublica.org/congress/v1/members/E000294.json,Tom,,Emmer,,3/3/61,M,R,,RepTomEmmer,reptomemmer,RepTomEmmer,412639,75567,38894,21531,N00035440,/m/06w2w3l,H4MN06087,https://emmer.house.gov,,,TRUE,R+12,0.461,,6,2020,883,80,0,9/9/20 16:30,ocd-division/country:us/state:mn/cd:6,315 Cannon House Office Building,202-225-2331,,MN,6,FALSE,2706,9.06,93.84,6.03
E000179,Representative,Rep.,https://api.propublica.org/congress/v1/members/E000179.json,Eliot,L.,Engel,,2/18/47,M,D,,RepEliotEngel,RepEliotLEngel,engel2161,400122,6109,26972,15603,N00001003,/m/03tt1r,H8NY19058,https://engel.house.gov,https://engel.house.gov/rss/latest-news.xml,,TRUE,D+24,-0.408,,32,2020,883,11,0,9/9/20 16:30,ocd-division/country:us/state:ny/cd:16,2426 Rayburn House Office Building,202-225-2464,,NY,16,FALSE,3616,1.25,98.51,1.38
E000299,Representative,Rep.,https://api.propublica.org/congress/v1/members/E000299.json,Veronica,,Escobar,,9/15/69,F,D,,RepEscobar,,,412825,,99345,,N00041702,/g/11ghdw9g9p,H8TX16109,https://escobar.house.gov,,,TRUE,D+17,,,2,2020,883,12,0,9/9/20 16:30,ocd-division/country:us/state:tx/cd:16,1505 Longworth House Office Building,202-225-4831,,TX,16,FALSE,4816,1.36,98.73,1.15
E000215,Representative,Rep.,https://api.propublica.org/congress/v1/members/E000215.json,Anna,G.,Eshoo,,12/13/42,F,D,,RepAnnaEshoo,RepAnnaEshoo,RepAnnaEshoo,400124,26130,26741,29312,N00007335,/m/024t6x,H8CA12098,https://eshoo.house.gov,,,TRUE,D+23,-0.381,,28,2020,883,23,0,9/9/20 16:30,ocd-division/country:us/state:ca/cd:18,202 Cannon House Office Building,202-225-8104,,CA,18,FALSE,0618,2.6,99.3,0.58
E000297,Representative,Rep.,https://api.propublica.org/congress/v1/members/E000297.json,Adriano,,Espaillat,,9/27/54,M,D,,RepEspaillat,RepEspaillat,,412718,68413,14379,21715,N00034549,/m/06nfs2,H2NY13096,https://espaillat.house.gov,https://espaillat.house.gov/rss.xml,,TRUE,D+43,-0.617,,4,2020,883,2,0,9/9/20 16:30,ocd-division/country:us/state:ny/cd:13,1630 Longworth House Office Building,202-225-4365,,NY,13,FALSE,3613,0.23,98.18,1.71
E000298,Representative,Rep.,https://api.propublica.org/congress/v1/members/E000298.json,Ron,,Estes,,7/19/56,M,R,,RepRonEstes,RepRonEstes,,412735,107963,125031,21750,N00040712,/m/0gfgsrm,H8KS04112,https://estes.house.gov,,,TRUE,R+15,0.603,,4,2020,883,13,0,9/9/20 16:30,ocd-division/country:us/state:ks/cd:4,1524 Longworth House Office Building,202-225-6216,,KS,4,FALSE,2004,1.47,93.97,5.92
E000296,Representative,Rep.,https://api.propublica.org/congress/v1/members/E000296.json,Dwight,,Evans,,5/16/54,M,D,,RepDwightEvans,RepDwightEvans,,412677,56729,9128,21566,N00038450,/m/03y8h6m,H6PA02171,https://evans.house.gov,,,TRUE,D+41,-0.457,,6,2020,883,14,0,9/9/20 16:30,ocd-division/country:us/state:pa/cd:3,1105 Longworth House Office Building,202-225-4001,,PA,3,FALSE,4203,1.59,99.08,0.81
F000465,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000465.json,A.,Drew,Ferguson,,11/15/66,M,R,,RepDrewFerguson,RepDrewFerguson,,412700,104731,168132,21717,N00039090,/g/11c0xj334k,H6GA03113,https://ferguson.house.gov,,,TRUE,R+18,0.626,,4,2020,883,7,0,9/9/20 16:30,ocd-division/country:us/state:ga/cd:3,1032 Longworth House Office Building,202-225-5901,,GA,3,FALSE,1303,0.79,92.76,7.13
F000467,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000467.json,Abby,,Finkenauer,,12/27/88,F,D,,RepFinkenauer,,,412771,,151127,,N00040888,/g/11cmg58r7d,H8IA01094,https://finkenauer.house.gov,,,TRUE,D+1,,,2,2020,883,2,0,9/9/20 16:30,ocd-division/country:us/state:ia/cd:1,124 Cannon House Office Building,202-225-2911,,IA,1,FALSE,1901,0.23,94.54,5.35
F000466,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000466.json,Brian,,Fitzpatrick,,12/17/73,M,R,,repbrianfitz,repbrianfitzpatrick,,412721,103537,167708,21718,N00038779,/g/11c2l6lhlm,H6PA08277,https://fitzpatrick.house.gov,https://fitzpatrick.house.gov/rss.xml,,TRUE,R+1,0.173,,4,2020,883,9,0,9/9/20 16:30,ocd-division/country:us/state:pa/cd:1,1722 Longworth House Office Building,202-225-4276,,PA,1,FALSE,4201,1.02,68.82,31.06
F000459,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000459.json,Chuck,,Fleischmann,,10/11/62,M,R,,RepChuck,repchuck,repchuck,412476,95146,123456,21178,N00030815,/m/0ddd54f,H0TN03254,https://fleischmann.house.gov,https://fleischmann.house.gov/rss.xml,,TRUE,R+18,0.456,,10,2020,883,0,0,9/9/20 16:30,ocd-division/country:us/state:tn/cd:3,2410 Rayburn House Office Building,202-225-3271,,TN,3,FALSE,4703,0,94.17,5.71
F000468,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000468.json,Lizzie,,Fletcher,,2/13/75,F,D,,RepFletcher,,,412824,,177031,,N00041194,/g/11gzqssv7p,H8TX07140,https://fletcher.house.gov,,,TRUE,R+7,,,2,2020,883,8,0,9/9/20 16:30,ocd-division/country:us/state:tx/cd:7,1429 Longworth House Office Building,202-225-2571,,TX,7,FALSE,4807,0.91,95.88,4.01
F000461,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000461.json,Bill,,Flores,,2/25/54,M,R,,RepBillFlores,RepBillFlores,RepBillFlores,412480,623540,116906,21182,N00031545,/m/0bs1ntq,H0TX17104,https://flores.house.gov,https://flores.house.gov/news/rss.aspx,,TRUE,R+12,0.573,,10,2020,883,38,1,9/9/20 16:30,ocd-division/country:us/state:tx/cd:17,2228 Rayburn House Office Building,202-225-6105,,TX,17,FALSE,4817,4.3,95.7,4.18
F000449,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000449.json,Jeff,,Fortenberry,,12/27/60,M,R,,JeffFortenberry,jefffortenberry,JeffFortenberry,400640,1013049,41929,20518,N00026631,/m/04fcch,H4NE01064,https://fortenberry.house.gov,https://fortenberry.house.gov/rss.xml,,TRUE,R+11,0.301,,16,2020,883,24,1,9/9/20 16:30,ocd-division/country:us/state:ne/cd:1,1514 Longworth House Office Building,202-225-4806,,NE,1,FALSE,3101,2.72,85.08,14.81
F000454,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000454.json,Bill,,Foster,,10/7/55,M,D,,RepBillFoster,CongressmanBillFoster,RepBillFoster,412257,1027346,101632,20749,N00029139,/m/02rq8nc,H8IL14067,https://foster.house.gov,https://foster.house.gov/rss.xml,,TRUE,D+9,-0.228,,8,2020,883,14,0,9/9/20 16:30,ocd-division/country:us/state:il/cd:11,2366 Rayburn House Office Building,202-225-3515,,IL,11,FALSE,1711,1.59,99.19,0.69
F000450,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000450.json,Virginia,,Foxx,,6/29/43,F,R,,VirginiaFoxx,RepVirginiaFoxx,repvirginiafoxx,400643,1013052,6051,20521,N00026166,/m/02b5dz,H4NC05146,https://foxx.house.gov,https://foxx.house.gov/news/rss.aspx,,TRUE,R+10,0.63,,14,2020,883,12,0,9/9/20 16:30,ocd-division/country:us/state:nc/cd:5,2462 Rayburn House Office Building,202-225-2071,,NC,5,FALSE,3705,1.36,94.32,5.56
F000462,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000462.json,Lois,,Frankel,,5/16/48,F,D,,RepLoisFrankel,RepLoisFrankel,reploisfrankel,412529,623714,8102,21321,N00002893,/m/0gjdw8_,H2FL14053,https://frankel.house.gov,,,TRUE,D+9,-0.399,,8,2020,883,46,0,9/9/20 16:30,ocd-division/country:us/state:fl/cd:21,2305 Rayburn House Office Building,202-225-9890,,FL,21,FALSE,1221,5.21,99.04,0.84
F000455,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000455.json,Marcia,L.,Fudge,,10/29/52,F,D,,RepMarciaFudge,RepMarciaLFudge,marcialfudge,412327,1030928,110640,20941,N00030490,/m/04n11v9,H8OH11141,https://fudge.house.gov,https://fudge.house.gov/common/rss/index.cfm?rss=25,,TRUE,D+32,-0.582,,14,2020,883,68,0,9/9/20 16:30,ocd-division/country:us/state:oh/cd:11,2344 Rayburn House Office Building,202-225-7032,,OH,11,FALSE,3911,7.7,97.79,2.09
F000469,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000469.json,Russ,,Fulcher,,7/19/73,M,R,,RepRussFulcher,,,412773,,33091,,N00041335,/m/05h4vgh,H8ID01124,https://fulcher.house.gov,,,TRUE,R+21,,,2,2020,883,12,0,9/9/20 16:30,ocd-division/country:us/state:id/cd:1,1520 Longworth House Office Building,202-225-6611,,ID,1,FALSE,1601,1.36,94.21,5.67
G000571,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000571.json,Tulsi,,Gabbard,,4/12/81,F,D,,TulsiPress,RepTulsiGabbard,tulsipress,412532,1025291,129306,21324,N00033281,/m/0cnyrfq,H2HI02508,https://gabbard.house.gov,https://gabbard.house.gov/rss.xml,,TRUE,D+19,-0.278,,8,2020,883,338,2,9/9/20 16:30,ocd-division/country:us/state:hi/cd:2,1433 Longworth House Office Building,202-225-4906,,HI,2,FALSE,1502,38.28,97.61,2.21
G000578,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000578.json,Matt,,Gaetz,,5/7/82,M,R,,RepMattGaetz,CongressmanMattGaetz,,412690,104528,117101,21719,N00039503,/m/0s8w2_s,H6FL01119,https://gaetz.house.gov,https://gaetz.house.gov/rss.xml,,TRUE,R+22,0.622,,4,2020,883,96,2,9/9/20 16:30,ocd-division/country:us/state:fl/cd:1,1721 Longworth House Office Building,202-225-4136,,FL,1,FALSE,1201,10.87,84.76,15.11
G000579,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000579.json,Mike,,Gallagher,,3/3/84,M,R,,RepGallagher,RepMikeGallagher,,412731,104067,171843,21720,N00039330,/g/11c5qns1cc,H6WI08155,https://gallagher.house.gov,https://gallagher.house.gov/rss.xml,,TRUE,R+7,0.438,,4,2020,883,34,0,9/9/20 16:30,ocd-division/country:us/state:wi/cd:8,1230 Longworth House Office Building,202-225-5665,,WI,8,FALSE,5508,3.85,91.08,8.8
G000574,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000574.json,Ruben,,Gallego,,11/20/79,M,D,,RepRubenGallego,RepRubenGallego,,412612,77233,123732,21502,N00036097,/m/0wy0mz5,H4AZ07043,https://rubengallego.house.gov,https://rubengallego.house.gov/rss.xml,,TRUE,D+23,-0.449,,6,2020,883,20,0,9/9/20 16:30,ocd-division/country:us/state:az/cd:7,1131 Longworth House Office Building,202-225-4065,,AZ,7,FALSE,0407,2.27,98.72,1.16
G000559,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000559.json,John,,Garamendi,,1/24/45,M,D,,RepGaramendi,repgaramendi,garamendiCA10,412382,18413,29664,20958,N00030856,/m/05fvls,H0CA10149,https://garamendi.house.gov,https://garamendi.house.gov/rss.xml,,TRUE,D+5,-0.309,,12,2020,883,17,0,9/9/20 16:30,ocd-division/country:us/state:ca/cd:3,2368 Rayburn House Office Building,202-225-1880,,CA,3,FALSE,0603,1.93,98.84,1.04
G000587,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000587.json,Sylvia,,Garcia,,9/6/50,F,D,,RepSylviaGarcia,,,412827,,49734,,N00042282,/m/0ryt4bt,H8TX29052,https://sylviagarcia.house.gov,,,TRUE,D+19,,,2,2020,883,0,0,9/9/20 16:30,ocd-division/country:us/state:tx/cd:29,1620 Longworth House Office Building,202-225-1688,,TX,29,FALSE,4829,0,97.96,1.93
G000586,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000586.json,Jesús,,García,,4/12/56,M,D,,RepChuyGarcia,,,412774,,6261,,N00042114,/m/012c8r5x,H8IL04134,https://chuygarcia.house.gov,,,TRUE,D+33,,,2,2020,883,7,1,9/9/20 16:30,ocd-division/country:us/state:il/cd:4,530 Cannon House Office Building,202-225-8203,,IL,4,FALSE,1704,0.79,97.6,2.29
G000061,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000061.json,Mike,,Garcia,,4/24/76,M,R,,RepMikeGarcia,,,456792,,,,N00044298,,H0CA25105,https://mikegarcia.house.gov/,,,TRUE,,,,2,2020,73,0,0,9/9/20 16:30,ocd-division/country:us/state:ca/cd:25,1130 Longworth House Office Building,202-225-1956,,CA,25,FALSE,0625,0,95.83,4.17
G000584,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000584.json,Greg,,Gianforte,,4/17/61,M,R,,,RepGianforte,,412736,104895,168594,21751,N00040733,/m/030pb5p,H8MT01182,https://gianforte.house.gov,https://gianforte.house.gov/rss.xml,,TRUE,R+11,0.436,,4,2020,883,85,0,9/9/20 16:30,ocd-division/country:us/state:mt/cd:1,1222 Longworth House Office Building,202-225-3211,,MT,At-Large,TRUE,3000,9.63,94.07,5.81
G000563,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000563.json,Bob,,Gibbs,,6/14/54,M,R,,RepBobGibbs,RepBobGibbs,RepBobGibbs,412463,1033844,45466,21165,N00031128,/m/07qwv4,H0OH18077,https://gibbs.house.gov,https://gibbs.house.gov/rss.xml,,TRUE,R+12,0.473,,10,2020,883,27,1,9/9/20 16:30,ocd-division/country:us/state:oh/cd:7,2446 Rayburn House Office Building,202-225-6265,,OH,7,FALSE,3907,3.06,96.35,3.53
G000552,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000552.json,Louie,,Gohmert,,8/18/53,M,R,,RepLouieGohmert,50375006903,GohmertTX01,400651,1011394,50029,20527,N00026148,/m/0490h9,H4TX04039,https://gohmert.house.gov,https://gohmert.house.gov/news/rss.aspx,,TRUE,R+25,0.625,,16,2020,883,76,3,9/9/20 16:30,ocd-division/country:us/state:tx/cd:1,2267 Rayburn House Office Building,202-225-3035,,TX,1,FALSE,4801,8.61,86.39,13.48
G000592,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000592.json,Jared,,Golden,,7/25/82,M,D,,repgolden,,,412842,,151420,,N00041668,/g/11f1224576,H8ME02185,https://golden.house.gov,,,TRUE,R+2,,,2,2020,883,1,0,9/9/20 16:30,ocd-division/country:us/state:me/cd:2,1223 Longworth House Office Building,202-225-6306,,ME,2,FALSE,2302,0.11,88.86,11.02
G000585,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000585.json,Jimmy,,Gomez,,11/25/74,M,D,,RepJimmyGomez,RepJimmyGomez,,412739,108883,138524,21754,N00040597,/m/0n_73h1,H8CA34266,https://gomez.house.gov,,,TRUE,D+35,-0.596,,4,2020,883,12,0,9/9/20 16:30,ocd-division/country:us/state:ca/cd:34,1530 Longworth House Office Building,202-225-6235,,CA,34,FALSE,0634,1.36,98.04,1.84
G000588,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000588.json,Anthony,,Gonzalez,,9/19/84,M,R,,RepAGonzalez,,,412807,,,,N00041690,/m/0gznlq,H8OH16124,https://anthonygonzalez.house.gov,,,TRUE,R+8,,,2,2020,883,3,3,9/9/20 16:30,ocd-division/country:us/state:oh/cd:16,1023 Longworth House Office Building,202-225-3876,,OH,16,FALSE,3916,0.34,89.23,10.65
G000581,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000581.json,Vicente,,Gonzalez,,9/4/67,M,D,,RepGonzalez,USCongressmanVicenteGonzalez,,412725,103568,166483,21722,N00038809,/g/11c266m1z7,H6TX15162,https://gonzalez.house.gov,https://gonzalez.house.gov/rss.xml,,TRUE,D+7,-0.38,,4,2020,883,50,0,9/9/20 16:30,ocd-division/country:us/state:tx/cd:15,113 Cannon House Office Building,202-225-2531,,TX,15,FALSE,4815,5.66,97,2.88
G000582,Resident Commissioner,R.C.,https://api.propublica.org/congress/v1/members/G000582.json,Jenniffer,,González-Colón,,8/5/76,F,R,,repjenniffer,RepJennifferGonzalezColon,,412723,67353,,,N00037615,/m/027s3vf,,https://gonzalez-colon.house.gov,https://gonzalez-colon.house.gov/rss.xml,,TRUE,,,,4,2020,316,95,0,9/9/20 16:30,ocd-division/country:us/state:pr/cd:80,1609 Longworth House Office Building,202-225-2615,,PR,At-Large,TRUE,7298,30.06,76.36,23.64
G000589,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000589.json,Lance,,Gooden,,12/1/82,M,R,,RepLanceGooden,,,412822,,177282,,N00042237,/m/0jkx4bp,H8TX05144,https://gooden.house.gov,,,TRUE,R+16,,,2,2020,883,20,0,9/9/20 16:30,ocd-division/country:us/state:tx/cd:5,425 Cannon House Office Building,202-225-3484,,TX,5,FALSE,4805,2.27,92.06,7.83
G000565,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000565.json,Paul,,Gosar,,11/22/58,M,R,,RepGosar,repgosar,repgosar,412397,62470,123491,21103,N00030771,/m/0czdqz0,H0AZ01259,https://gosar.house.gov,,,TRUE,R+21,0.677,,10,2020,883,66,2,9/9/20 16:30,ocd-division/country:us/state:az/cd:4,2057 Rayburn House Office Building,202-225-2315,,AZ,4,FALSE,0404,7.47,82.82,17.06
G000583,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000583.json,Josh,,Gottheimer,,3/8/75,M,D,,RepJoshG,RepJoshG,,412714,9275683,169202,21723,N00036944,/g/120x5twv,H6NJ05171,https://gottheimer.house.gov,,,TRUE,R+3,-0.14,,4,2020,883,5,0,9/9/20 16:30,ocd-division/country:us/state:nj/cd:5,213 Cannon House Office Building,202-225-4465,,NJ,5,FALSE,3405,0.57,91.56,8.32
G000377,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000377.json,Kay,,Granger,,1/18/43,F,R,,RepKayGranger,RepKayGranger,RepKayGranger,400157,45709,334,29762,N00008799,/m/03tndx,H6TX12060,https://kaygranger.house.gov,https://kaygranger.house.gov/rss.xml,,TRUE,R+18,0.397,,24,2020,883,93,0,9/9/20 16:30,ocd-division/country:us/state:tx/cd:12,1026 Longworth House Office Building,202-225-5071,,TX,12,FALSE,4812,10.53,94,5.87
G000560,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000560.json,Tom,,Graves,,2/3/70,M,R,,RepTomGraves,reptomgraves,CongressmanGraves,412388,11519,31969,20962,N00030788,/m/0c02hpl,H0GA09030,https://tomgraves.house.gov,https://tomgraves.house.gov/news/rss.aspx,,TRUE,R+27,0.717,,12,2020,883,50,0,9/9/20 16:30,ocd-division/country:us/state:ga/cd:14,2078 Rayburn House Office Building,202-225-5211,,GA,14,FALSE,1314,5.66,91.39,8.48
G000577,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000577.json,Garret,,Graves,,1/31/72,M,R,,RepGarretGraves,CongressmanGarretGraves,,412631,9274609,155424,21523,N00036135,/m/012bxlbr,H4LA06153,https://garretgraves.house.gov,https://garretgraves.house.gov/rss.xml,,TRUE,R+19,0.464,,6,2020,883,15,0,9/9/20 16:30,ocd-division/country:us/state:la/cd:6,2402 Rayburn House Office Building,202-225-3901,,LA,6,FALSE,2206,1.7,93.14,6.74
G000546,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000546.json,Sam,,Graves,,11/7/63,M,R,,RepSamGraves,1.18515E+11,,400158,89873,9425,20124,N00013323,/m/03tnfy,H0MO06073,https://graves.house.gov,https://graves.house.gov/rss.xml,,TRUE,R+16,0.442,,20,2020,883,25,0,9/9/20 16:30,ocd-division/country:us/state:mo/cd:6,1135 Longworth House Office Building,202-225-7041,,MO,6,FALSE,2906,2.83,95.29,4.59
G000553,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000553.json,Al,,Green,,9/1/47,M,D,,RepAlGreen,repalgreen,RepAlGreen,400653,1012969,49680,20529,N00026686,/m/02kn0_,H4TX09095,https://algreen.house.gov,https://algreen.house.gov/rss.xml,,TRUE,D+29,-0.438,,16,2020,883,6,0,9/9/20 16:30,ocd-division/country:us/state:tx/cd:9,2347 Rayburn House Office Building,202-225-7508,,TX,9,FALSE,4809,0.68,98.63,1.26
G000590,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000590.json,Mark,,Green,,11/8/64,M,R,,RepMarkGreen,,,412819,,139030,,N00041873,/m/09rx6jq,H8TN07076,https://markgreen.house.gov,,,TRUE,R+20,,,2,2020,883,106,0,9/9/20 16:30,ocd-division/country:us/state:tn/cd:7,533 Cannon House Office Building,202-225-2811,,TN,7,FALSE,4707,12,94.55,5.32
G000568,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000568.json,Morgan,,Griffith,,3/15/58,M,R,,RepMGriffith,RepMorganGriffith,RepMorganGriffith,412485,62766,5148,21191,N00032029,/m/025vdrq,H0VA09055,https://morgangriffith.house.gov,https://morgangriffith.house.gov/news/rss.aspx,,TRUE,D+21,0.551,,10,2020,883,41,0,9/9/20 16:30,ocd-division/country:us/state:va/cd:9,2202 Rayburn House Office Building,202-225-3861,,VA,9,FALSE,5109,4.64,90.43,9.45
G000551,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000551.json,Raúl,M.,Grijalva,,2/19/48,M,D,,RepraulGrijalva,Rep.Grijalva,raulgrijalvaaz07,400162,1003551,28253,20305,N00025284,/m/024s1z,H2AZ07070,https://grijalva.house.gov,https://grijalva.house.gov/common/rss/?rss=13,,TRUE,D+13,-0.599,,18,2020,883,66,1,9/9/20 16:30,ocd-division/country:us/state:az/cd:3,1511 Longworth House Office Building,202-225-2435,,AZ,3,FALSE,0403,7.47,97.79,2.08
G000576,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000576.json,Glenn,,Grothman,,7/3/55,M,R,,RepGrothman,RepGrothman,,412661,77282,3493,21559,N00036409,/m/02pnsk2,H4WI06048,https://grothman.house.gov,,,TRUE,R+8,0.615,,6,2020,883,27,0,9/9/20 16:30,ocd-division/country:us/state:wi/cd:6,1427 Longworth House Office Building,202-225-2476,,WI,6,FALSE,5506,3.06,89.62,10.26
G000591,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000591.json,Michael,,Guest,,2/4/70,M,R,,RepMichaelGuest,,,412793,,,,N00042458,/g/11gtc4dxpz,H8MS03125,https://guest.house.gov,,,TRUE,R+13,,,2,2020,883,16,0,9/9/20 16:30,ocd-division/country:us/state:ms/cd:3,230 Cannon House Office Building,202-225-5031,,MS,3,FALSE,2803,1.81,96.04,3.84
G000558,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000558.json,Brett,,Guthrie,,2/18/64,M,R,,RepGuthrie,CongressmanGuthrie,BrettGuthrie,412278,1031343,18829,20916,N00029675,/m/0411qqt,H8KY02031,https://guthrie.house.gov,,,TRUE,R+19,0.419,,12,2020,883,9,0,9/9/20 16:30,ocd-division/country:us/state:ky/cd:2,2434 Rayburn House Office Building,202-225-3501,,KY,2,FALSE,2102,1.02,96.88,3
H001080,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001080.json,Debra,,Haaland,,12/2/60,F,D,,RepDebHaaland,,,412800,,149368,,N00040933,/g/11ght0_d8m,H8NM01331,https://haaland.house.gov,,,TRUE,D+7,,,2,2020,883,10,0,9/9/20 16:30,ocd-division/country:us/state:nm/cd:1,1237 Longworth House Office Building,202-225-6316,,NM,1,FALSE,3501,1.13,98.51,1.38
H001088,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001088.json,Jim,,Hagedorn,,8/4/62,M,R,,RepHagedorn,,,412788,,146027,,N00031390,/g/11fg5k6588,H0MN01045,https://hagedorn.house.gov,,,TRUE,R+5,,,2,2020,883,5,0,9/9/20 16:30,ocd-division/country:us/state:mn/cd:1,325 Cannon House Office Building,202-225-2472,,MN,1,FALSE,2701,0.57,96.09,3.79
H001090,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001090.json,Josh,,Harder,,8/1/86,M,D,,RepJoshHarder,,,412754,,179326,,N00040853,/g/11fhwknffg,H8CA10126,https://harder.house.gov,,,TRUE,EVEN,,,2,2020,883,12,0,9/9/20 16:30,ocd-division/country:us/state:ca/cd:10,131 Cannon House Office Building,202-225-4540,,CA,10,FALSE,0610,1.36,95.86,4.03
H001052,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001052.json,Andy,,Harris,,1/25/57,M,R,,RepAndyHarrisMD,AndyHarrisMD,RepAndyHarris,412434,1033464,19157,21139,N00029147,/m/02852wc,H8MD01094,https://harris.house.gov,https://harris.house.gov/rss.xml,,TRUE,R+14,0.656,,10,2020,883,16,0,9/9/20 16:30,ocd-division/country:us/state:md/cd:1,2334 Rayburn House Office Building,202-225-5311,,MD,1,FALSE,2401,1.81,85.1,14.78
